name,polarity,factual,domain
WHSV,Least Biased,High, https://www.whsv.com/
WikiNews,Least Biased,High, https://en.wikinews.org/wiki/Main_Page
Wikipedia,Least Biased,Mixed, https://www.wikipedia.org/
WikiTribune,Least Biased,High, https://www.wikitribune.com
Winnipeg Free Press,Least Biased,High, https://www.winnipegfreepress.com/
WION (World is One News),Least Biased,Mixed, https://www.wionews.com/
Wisconsin State Journal,Least Biased,High, http://host.madison.com/wsj/
WITN News,Least Biased,High, https://www.witn.com/
WJHG News,Least Biased,High, https://www.wjhg.com/
WMTV News,Least Biased,High, https://www.weau.com/
WMUR9,Least Biased,High, https://www.wmur.com/
WNDU News Now,Least Biased,High, https://www.wndu.com/
WOFL Fox 35 Orlando,Least Biased,High, https://www.fox35orlando.com/
Woodrow Wilson International Center,Least Biased,Very High, https://www.wilsoncenter.org/
World Economic Forum,Least Biased,High, https://www.weforum.org/
World News,Least Biased,High, https://wn.com/
World Population Review,Least Biased,Mostly Factual, http://worldpopulationreview.com/
Worldometers,Least Biased,High, https://www.worldometers.info/
WOWT 6 News,Least Biased,High, https://www.wowt.com/
WPXI,Least Biased,High, https://www.wpxi.com/
WRDW - News 12,Least Biased,High, https://www.wrdw.com/
WSAW-TV,Least Biased,High, https://www.witn.com/
WSAZ News Channel,Least Biased,High, https://www.wsaz.com/
WTAE Pittsburgh's Action News,Least Biased,High, https://www.wtae.com/
WTOK,Least Biased,High, https://www.wtok.com/
WTVF - NewsChannel5,Least Biased,High, https://www.newschannel5.com/
WTVY Channel 4,Least Biased,High, https://www.wtvy.com/
WTXF-TV Fox 29,Least Biased,High, https://www.fox29.com/
WUSA9.com,Least Biased,High, https://www.wusa9.com/
WVEC - 13NewsNow.com,Least Biased,High, https://www.13newsnow.com/
WXIA - 11alive.com,Least Biased,High, https://www.12newsnow.com/
ZDNet,Least Biased,High, https://www.zdnet.com/
