name,polarity,factual,domain
The Irrawaddy,Left-Center,High, https://www.irrawaddy.com/
The Jakarta Post,Left-Center,Mostly Factual, https://www.thejakartapost.com/
The Journal News,Left-Center,High, https://www.lohud.com/
The Korea Times,Left-Center,Mixed, http://www.koreatimes.co.kr
The Lincoln Project,Left-Center,Mixed, https://lincolnproject.us/
The List,Left-Center,Mixed, https://www.thelist.com/
The Local (Norway),Left-Center,High, https://www.thelocal.no/
The Maui News,Left-Center,High, https://www.mauinews.com/
The Moderate Voice,Left-Center,High, http://themoderatevoice.com/
The Motley Fool,Left-Center,High, https://www.fool.com/
The New Arab,Left-Center,High, https://www.alaraby.co.uk/english
The New Humanitarian,Left-Center,High, https://www.thenewhumanitarian.org/
The New Tropic,Left-Center,High, https://thenewtropic.com
The News Tribune,Left-Center,High, https://www.thenewstribune.com/
The News-Times (Danbury),Left-Center,High, https://www.newstimes.com/
The Next Web (TNW),Left-Center,Mixed, https://thenextweb.com
The Odyssey Online,Left-Center,Mixed, https://www.theodysseyonline.com
The Olympian,Left-Center,High, http://www.theolympian.com
The Oslo Times,Left-Center,High, http://www.theoslotimes.com/
The Palm Beach Post,Left-Center,High, https://www.palmbeachpost.com
The Patriot-News,Left-Center,High, https://www.pennlive.com/
The Plain Dealer,Left-Center,High, http://www.cleveland.com/plaindealer/
The Press Democrat,Left-Center,High, http://www.pressdemocrat.com
The Pulse,Left-Center,High, http://pulsegulfcoast.com/
The Record (New Jersey),Left-Center,High, https://www.northjersey.com/
The Ringer,Left-Center,High, https://www.theringer.com
The Saturday Paper,Left-Center,High, https://www.thesaturdaypaper.com.au/
The Skimm,Left-Center,High, http://www.theskimm.com/
The State,Left-Center,High,  http://www.thestate.com/
The State Press (Arizona),Left-Center,High, https://www.statepress.com
The Stranger,Left-Center,High, https://www.thestranger.com/
The Sun Magazine,Left-Center,High, http://thesunmagazine.org/
The Sydney Morning Herald,Left-Center,High, https://www.smh.com.au
The Tab,Left-Center,High, https://thetab.com/
The Trace,Left-Center,High, https://www.thetrace.org
The Tyee,Left-Center,Mostly Factual, https://thetyee.ca/
The Varsity,Left-Center,High, https://thevarsity.ca/
The Verge,Left-Center,High, https://www.theverge.com/
The Virginian-Pilot,Left-Center,High, https://www.pilotonline.com/
The Week UK,Left-Center,High, https://www.theweek.co.uk
The Wilderness Society,Left-Center,High, http://wilderness.org/
The Wire - India,Left-Center,Mostly Factual, https://thewire.in/
TheJournal.ie,Left-Center,High, https://www.thejournal.ie/
TheWrap,Left-Center,Mixed, https://www.thewrap.com
Thomson Reuters Foundation,Left-Center,High, https://news.trust.org/
Thrillist,Left-Center,High, https://www.thrillist.com
Time Magazine,Left-Center,High, https://time.com/
Times Colonist,Left-Center,High, https://www.timescolonist.com/
Times Headline,Left-Center,Mixed, http://www.timesheadline.com
Times of Israel,Left-Center,High, http://www.timesofisrael.com/
Times-Picayune,Left-Center,High, https://www.nola.com/
TMZ,Left-Center,Mixed, https://www.tmz.com/ 
To Inform is to Influence,Left-Center,High, https://toinformistoinfluence.com/
Today.com,Left-Center,Mostly Factual, https://www.today.com/
Tomdispatch.com,Left-Center,High, https://www.tomdispatch.com/
Toronto Star,Left-Center,High, https://www.thestar.com/
Truth Be Told,Left-Center,High, http://truthbetold.news/
Type Media Center,Left-Center,High, https://typemediacenter.org/
UAWire,Left-Center,Mixed, https://uawire.org/
Ukrayinska Pravda (The Ukrainian Truth),Left-Center,Mostly Factual, https://www.pravda.com.ua/
Union of Concerned Scientists,Left-Center,Mostly Factual, https://www.ucsusa.org
United Federation of Teachers,Left-Center,High, https://www.uft.org/
University Business,Left-Center,Mixed, https://www.universitybusiness.com/
Urban Institute,Left-Center,High, https://www.urban.org/
USA Today,Left-Center,High, https://www.usatoday.com
UsNews and World Report,Left-Center,High, https://www.usnews.com/
Utah Public Radio (UTR),Left-Center,High, http://upr.org
Utica Observer-Dispatch,Left-Center,High, https://www.uticaod.com
Variety Magazine,Left-Center,High, https://variety.com/
Vibe,Left-Center,Mixed, https://www.vibe.com/
Vice News,Left-Center,Mostly Factual, https://www.vice.com/
Victoria Advocate,Left-Center,High, https://www.victoriaadvocate.com/
Virginia Mercury,Left-Center,High, https://www.virginiamercury.com
Vote Vets,Left-Center,Mixed, https://www.votevets.org/
Vulture,Left-Center,High, http://www.vulture.com
WalesOnline,Left-Center,High, https://www.walesonline.co.uk/
Wall Street on Parade,Left-Center,High, https://wallstreetonparade.com/
WAMU-FM,Left-Center,High,
Washington Blade,Left-Center,High, http://www.washingtonblade.com/
Washington Monthly,Left-Center,High, https://washingtonmonthly.com
Washington Post,Left-Center,Mostly Factual, https://www.washingtonpost.com/
Western Mass News,Left-Center,High, https://www.westernmassnews.com/
Whitehouse.gov,Left-Center,Mostly Factual, https://www.whitehouse.gov
Wikileaks,Left-Center,Mixed, https://www.wikileaks.org/
Wired Magazine,Left-Center,High, https://www.wired.com/
WISH-TV,Left-Center,High, https://www.wishtv.com/
WNYC,Left-Center,High, https://www.wnyc.org/
World Affairs Journal,Left-Center,High, http://www.worldaffairsjournal.org/
World Policy Institute,Left-Center,High, http://www.worldpolicy.org/
World Politics Review,Left-Center,High, https://www.worldpoliticsreview.com/
World Press Review,Left-Center,Mostly Factual, https://www.worldpress.org/
World Resources Institute (WRI),Left-Center,High, https://www.wri.org/
WorldCrunch,Left-Center,High, https://www.worldcrunch.com/
WRAL,Left-Center,High, https://www.wral.com/
WRC-TV NBCWashington,Left-Center,High, https://www.nbcwashington.com/
WSVN,Left-Center,High, https://wsvn.com
Xinhua News Agency,Left-Center,Mixed," http://www.news.cn/english/ , http://www.xinhuanet.com/english/home.htm"
Yahoo News,Left-Center,High, https://news.yahoo.com/
YaleGlobal Online,Left-Center,Very High, https://yaleglobal.yale.edu
YnetNews,Left-Center,High, http://www.ynetnews.com/
York Daily Record,Left-Center,High, https://www.ydr.com/
York Dispatch,Left-Center,High, https://www.yorkdispatch.com
Youth Radio,Left-Center,High, https://youthradio.org/
